road_corridor,slope_deg,elevation_m,rainfall_1h_mm,rainfall_24h_mm,rainfall_72h_mm,soil_clay_percent,distance_to_river_m,vegetation_ndvi,historical_incidents,road_quality,p_landslide_true,landslide_occurred,p_flood_true,flood_occurred,inundation_depth_cm,risk_multiplier
NH-15 (North Bank Brahmaputra),37.6,476.6,20.3,157.6,361.6,17.2,926.9,0.461,3,5,0.8973,0,0.2652,0,0.0,3.24
Guwahati-Jalukbari-Khanapara Urban,45.5,1036.6,47.8,268.5,737.6,28.5,1164.7,0.229,4,4,0.9455,1,0.2757,1,77.7,4.09
NH-37 (Silchar-Imphal),19.6,2053.4,9.6,80.9,332.5,25.4,243.8,0.383,0,3,0.4464,1,0.2492,1,34.0,2.78
NH-37 (Silchar-Imphal),39.4,1431.2,0.7,0.9,1.7,48.7,179.0,0.361,3,3,0.3019,1,0.12,0,0.0,2.08
NH-06 (Guwahati-Shillong),26.0,1345.9,61.9,380.0,750.0,44.5,4288.1,0.261,1,3,0.6904,1,0.2551,0,0.0,3.07
NH-37 (Silchar-Imphal),56.4,847.4,0.2,0.3,0.5,50.4,361.9,0.616,5,2,0.4379,0,0.0756,0,0.0,2.49
NH-15 (North Bank Brahmaputra),35.8,1031.6,24.9,215.1,455.2,38.6,194.3,0.519,2,3,0.8882,1,0.6323,0,0.0,3.88
Guwahati-Jalukbari-Khanapara Urban,49.7,2006.4,0.1,0.2,0.4,32.4,318.5,0.614,5,3,0.3935,0,0.0775,0,0.0,2.24
NH-27 (East-West Corridor),38.7,1583.0,1.6,4.8,9.5,25.8,181.8,0.644,3,5,0.2407,0,0.1056,0,0.0,1.63
Guwahati-Jalukbari-Khanapara Urban,16.9,1806.7,15.4,86.1,317.9,38.3,547.8,0.686,1,4,0.3921,0,0.1794,1,52.8,2.59
Guwahati-Jalukbari-Khanapara Urban,42.2,1190.5,21.4,136.6,362.9,39.7,1447.2,0.623,3,3,0.9302,1,0.2327,1,29.0,3.79
NH-15 (North Bank Brahmaputra),55.9,1516.0,0.9,2.2,4.4,30.7,483.9,0.374,1,4,0.3246,1,0.0518,0,0.0,1.92
NH-15 (North Bank Brahmaputra),40.9,809.5,13.9,82.5,196.3,52.5,619.9,0.654,4,1,0.929,1,0.1702,0,0.0,3.81
NH-15 (North Bank Brahmaputra),50.2,1655.1,3.7,5.8,6.8,40.6,1050.6,0.59,3,3,0.3662,1,0.0315,0,0.0,2.14
NH-15 (North Bank Brahmaputra),53.0,1141.1,3.0,4.8,7.8,48.5,718.9,0.88,5,3,0.4036,0,0.041,0,0.0,2.23
Guwahati-Jalukbari-Khanapara Urban,24.8,1168.7,57.8,344.3,750.0,39.8,1731.2,0.551,1,5,0.6014,0,0.2433,0,0.0,2.56
NH-27 (East-West Corridor),24.1,1551.2,0.9,1.3,1.6,27.7,1758.1,0.619,7,3,0.0658,0,0.0248,0,0.0,1.47
NH-37 (Silchar-Imphal),41.3,2082.1,15.2,88.0,278.9,44.5,158.0,0.533,3,1,0.9342,1,0.4305,1,55.4,4.5
Guwahati-Jalukbari-Khanapara Urban,32.7,468.4,1.0,2.1,3.5,24.2,1354.2,0.559,3,1,0.1761,0,0.0295,0,0.0,2.02
NH-27 (East-West Corridor),51.1,1875.8,51.6,283.7,750.0,38.9,644.0,0.547,4,4,0.9474,0,0.3696,0,0.0,3.6
NH-37 (Silchar-Imphal),53.7,890.9,8.9,79.9,256.2,31.1,3746.4,0.472,2,2,0.9386,1,0.0723,0,0.0,3.59
NH-27 (East-West Corridor),30.2,1171.3,1.8,2.9,4.7,21.0,678.1,0.582,4,4,0.1256,1,0.0384,0,0.0,1.46
NH-27 (East-West Corridor),25.2,390.5,7.6,22.4,30.6,31.5,3617.9,0.662,2,3,0.0715,0,0.0276,0,0.0,1.48
Guwahati-Jalukbari-Khanapara Urban,48.6,906.9,55.7,273.9,679.6,27.4,1273.8,0.474,1,2,0.933,1,0.289,0,0.0,3.79
NH-06 (Guwahati-Shillong),26.8,1279.9,43.4,239.3,682.3,19.5,378.7,0.7,2,4,0.6706,1,0.4784,0,0.0,3.1
Guwahati-Jalukbari-Khanapara Urban,50.4,453.9,1.0,1.3,2.5,48.0,768.4,0.679,2,3,0.3371,1,0.0381,0,0.0,2.08
NH-27 (East-West Corridor),33.2,1258.5,1.4,2.1,2.4,34.9,4026.3,0.392,3,4,0.1786,0,0.0228,0,0.0,1.57
NH-27 (East-West Corridor),43.7,2065.2,0.9,1.8,2.7,28.9,1708.9,0.377,1,4,0.2788,0,0.0238,0,0.0,1.79
NH-27 (East-West Corridor),19.1,545.0,8.5,22.9,29.2,35.2,232.0,0.631,5,4,0.048,0,0.1099,0,0.0,1.36
NH-10 (Siliguri-Gangtok),41.8,1764.2,2.5,3.4,5.3,45.2,1130.4,0.444,1,4,0.2735,0,0.0286,0,0.0,1.78
NH-15 (North Bank Brahmaputra),34.4,1107.9,1.2,1.4,2.7,15.7,489.2,0.362,2,4,0.1745,0,0.05,0,0.0,1.58
Guwahati-Jalukbari-Khanapara Urban,40.2,1562.1,9.4,81.4,260.2,36.9,155.6,0.859,5,4,0.9219,1,0.3069,1,49.5,3.85
NH-06 (Guwahati-Shillong),22.2,831.4,12.7,86.8,344.8,34.2,563.3,0.376,3,5,0.576,0,0.1562,0,0.0,2.42
NH-15 (North Bank Brahmaputra),46.7,645.1,65.7,288.6,750.0,50.7,364.0,0.276,4,1,0.9572,1,0.5422,0,0.0,4.24
NH-37 (Silchar-Imphal),52.1,646.9,35.4,213.1,500.4,37.2,1516.8,0.409,2,5,0.9367,1,0.2472,0,0.0,3.31
NH-06 (Guwahati-Shillong),24.3,480.4,13.6,89.3,253.3,20.5,479.2,0.592,5,2,0.6776,1,0.2126,0,0.0,3.15
NH-15 (North Bank Brahmaputra),19.1,693.4,30.9,172.0,511.0,30.5,1556.0,0.563,2,2,0.4934,0,0.2685,0,0.0,2.8
NH-06 (Guwahati-Shillong),16.0,1578.8,30.5,194.5,622.1,39.8,150.5,0.88,3,4,0.4181,1,0.6574,0,0.0,2.72
NH-10 (Siliguri-Gangtok),42.6,1981.1,22.2,145.9,339.6,16.8,444.3,0.412,0,3,0.908,1,0.4173,0,0.0,3.71
NH-27 (East-West Corridor),41.1,1856.1,30.3,222.5,637.8,50.4,370.8,0.593,5,3,0.9421,1,0.5094,0,0.0,3.88
NH-06 (Guwahati-Shillong),38.5,1617.5,5.8,7.3,10.6,17.7,362.8,0.753,4,2,0.2759,0,0.075,1,13.1,2.23
NH-15 (North Bank Brahmaputra),25.0,554.3,42.6,217.3,462.1,16.2,206.5,0.431,2,2,0.6529,1,0.6271,1,105.5,4.18
NH-27 (East-West Corridor),31.8,885.0,36.4,259.1,531.5,15.1,315.7,0.677,1,1,0.8117,1,0.5575,1,106.8,4.61
Guwahati-Jalukbari-Khanapara Urban,40.6,923.1,13.4,122.0,323.8,42.3,798.7,0.22,3,2,0.9372,1,0.2524,0,0.0,3.76
NH-27 (East-West Corridor),36.4,812.4,9.3,79.8,209.6,33.2,425.5,0.867,4,3,0.8818,1,0.1662,0,0.0,3.4
NH-15 (North Bank Brahmaputra),57.5,1302.8,24.8,190.6,439.0,19.1,582.2,0.729,6,4,0.9476,1,0.3756,0,0.0,3.61
NH-27 (East-West Corridor),20.9,1340.8,43.2,324.1,728.3,49.2,528.4,0.427,3,4,0.5657,1,0.4161,0,0.0,2.81
Guwahati-Jalukbari-Khanapara Urban,44.9,1010.2,2.2,4.2,7.5,23.1,1819.4,0.699,3,3,0.315,1,0.0248,0,0.0,2.02
Guwahati-Jalukbari-Khanapara Urban,32.4,1004.5,18.7,108.4,344.2,28.1,2035.6,0.786,3,5,0.8239,0,0.1468,1,39.1,3.25
NH-15 (North Bank Brahmaputra),33.4,1882.8,0.6,1.4,2.8,22.1,693.3,0.318,3,2,0.1931,0,0.0416,1,5.0,1.95
NH-15 (North Bank Brahmaputra),45.9,1810.2,56.4,248.3,750.0,52.1,470.6,0.442,1,1,0.939,1,0.4837,0,0.0,4.14
NH-06 (Guwahati-Shillong),44.8,919.4,2.8,41.2,177.3,45.3,240.4,0.792,2,5,0.8068,1,0.1126,0,0.0,2.89
NH-10 (Siliguri-Gangtok),57.6,2040.5,1.5,4.0,5.5,44.0,2603.0,0.562,3,3,0.3829,0,0.0248,0,0.0,2.17
NH-15 (North Bank Brahmaputra),20.5,2112.7,0.1,0.1,0.1,16.8,199.7,0.629,4,5,0.0346,0,0.0963,0,0.0,1.17
NH-37 (Silchar-Imphal),19.5,954.5,26.2,209.4,692.6,35.9,432.7,0.563,3,3,0.5194,0,0.4658,1,53.2,3.3
Guwahati-Jalukbari-Khanapara Urban,46.1,1005.7,2.4,3.2,4.1,38.0,433.1,0.71,1,4,0.2796,0,0.0583,0,0.0,1.82
Guwahati-Jalukbari-Khanapara Urban,39.9,1285.4,1.1,3.2,3.6,30.3,459.0,0.642,3,1,0.2958,0,0.0633,0,0.0,2.31
NH-37 (Silchar-Imphal),26.8,2091.1,12.9,74.9,242.8,27.9,293.6,0.569,4,4,0.7025,0,0.209,0,0.0,2.9
NH-27 (East-West Corridor),18.4,1971.2,1.1,1.2,2.1,49.1,1372.9,0.172,5,2,0.0486,0,0.0291,0,0.0,1.59
Guwahati-Jalukbari-Khanapara Urban,18.7,539.8,1.3,3.6,4.3,15.9,254.5,0.665,6,1,0.0394,0,0.1002,0,0.0,1.79
NH-37 (Silchar-Imphal),53.5,1076.6,50.1,380.0,750.0,40.0,956.1,0.681,1,1,0.9383,0,0.3383,0,0.0,4.0
NH-06 (Guwahati-Shillong),3.1,164.7,0.4,0.9,1.7,30.8,465.9,0.327,2,3,0.0182,0,0.0735,0,0.0,1.41
NH-15 (North Bank Brahmaputra),2.2,199.4,0.2,0.5,0.9,41.6,426.9,0.339,2,2,0.0197,0,0.0696,0,0.0,1.56
NH-10 (Siliguri-Gangtok),16.5,80.6,9.0,59.3,211.3,22.9,55.2,0.643,2,5,0.3096,0,0.7777,1,103.8,3.13
Guwahati-Jalukbari-Khanapara Urban,4.2,197.8,20.4,99.4,318.4,24.5,915.4,0.585,7,4,0.388,1,0.192,0,0.0,2.19
NH-37 (Silchar-Imphal),15.0,55.5,21.8,118.1,392.0,38.5,314.1,0.195,4,4,0.4853,1,0.9111,1,137.9,3.79
Guwahati-Jalukbari-Khanapara Urban,10.3,200.5,23.0,133.3,428.7,54.2,178.2,0.402,2,4,0.389,1,0.6086,1,84.5,3.24
NH-27 (East-West Corridor),2.3,102.6,85.0,380.0,750.0,54.0,514.5,0.606,3,5,0.3547,0,0.7846,0,0.0,2.56
Guwahati-Jalukbari-Khanapara Urban,17.2,100.1,0.5,0.8,1.2,25.0,124.1,0.672,2,4,0.0232,0,0.4631,0,0.0,1.66
Guwahati-Jalukbari-Khanapara Urban,5.2,134.6,0.8,1.4,2.2,19.1,433.9,0.445,3,5,0.0171,0,0.109,0,0.0,1.15
NH-27 (East-West Corridor),15.6,209.6,0.1,0.1,0.2,38.6,34.2,0.523,2,5,0.0221,0,0.1934,0,0.0,1.24
Guwahati-Jalukbari-Khanapara Urban,3.9,53.4,1.9,5.2,7.4,31.8,660.1,0.392,1,2,0.0176,0,0.3887,0,0.0,1.87
NH-15 (North Bank Brahmaputra),15.5,106.6,82.4,380.0,750.0,45.5,228.1,0.788,1,2,0.4,0,0.8848,1,180.0,3.88
NH-27 (East-West Corridor),1.2,194.9,44.2,310.5,750.0,36.1,374.4,0.581,5,3,0.4088,1,0.5257,1,102.7,3.39
NH-37 (Silchar-Imphal),9.7,114.3,1.8,4.8,6.2,35.4,107.5,0.43,3,2,0.0235,0,0.4163,0,0.0,1.91
NH-10 (Siliguri-Gangtok),14.1,79.9,57.5,380.0,750.0,40.9,415.6,0.342,6,2,0.5142,0,0.8996,1,149.8,4.15
NH-10 (Siliguri-Gangtok),16.9,119.3,5.8,6.8,8.0,20.1,537.8,0.322,1,4,0.0237,0,0.141,0,0.0,1.34
NH-37 (Silchar-Imphal),16.5,112.5,0.0,0.0,0.0,42.1,244.3,0.876,3,3,0.0254,0,0.2954,0,0.0,1.65
NH-06 (Guwahati-Shillong),14.9,205.2,53.4,237.1,632.1,34.5,356.6,0.519,4,3,0.4657,0,0.5281,0,0.0,2.85
NH-06 (Guwahati-Shillong),16.1,178.3,0.9,1.8,3.1,47.8,233.3,0.478,4,5,0.0294,0,0.1076,0,0.0,1.17
NH-15 (North Bank Brahmaputra),4.4,133.4,0.1,0.4,0.5,20.5,805.8,0.512,2,4,0.0158,0,0.0716,0,0.0,1.26
NH-10 (Siliguri-Gangtok),5.8,218.0,0.7,1.4,2.8,27.0,261.1,0.437,1,3,0.0162,0,0.0933,0,0.0,1.43
NH-37 (Silchar-Imphal),5.9,126.4,0.8,1.1,1.5,53.0,665.4,0.531,3,2,0.0221,0,0.1126,1,17.5,1.74
Guwahati-Jalukbari-Khanapara Urban,7.4,55.2,25.7,163.3,435.0,37.1,585.7,0.556,3,2,0.3925,0,0.8981,1,125.1,3.88
NH-37 (Silchar-Imphal),7.7,90.9,23.4,191.6,552.1,52.2,205.0,0.553,4,2,0.4329,1,0.9262,1,112.3,3.99
NH-27 (East-West Corridor),10.3,121.3,2.8,7.9,15.8,42.6,111.5,0.323,2,1,0.0251,0,0.3849,0,0.0,2.04
NH-37 (Silchar-Imphal),3.7,72.5,0.6,0.8,1.0,52.1,202.4,0.711,6,2,0.0245,0,0.5834,0,0.0,2.08
NH-15 (North Bank Brahmaputra),12.8,210.8,52.1,298.6,620.0,27.7,632.5,0.45,4,4,0.4277,1,0.3803,1,70.8,3.0
NH-06 (Guwahati-Shillong),3.8,179.2,27.2,193.2,557.9,18.6,110.4,0.431,5,4,0.3977,0,0.7205,1,93.3,3.41
Guwahati-Jalukbari-Khanapara Urban,6.3,92.0,0.9,1.0,1.2,47.1,280.1,0.423,3,3,0.0215,0,0.4021,0,0.0,1.75
Guwahati-Jalukbari-Khanapara Urban,9.6,148.4,16.0,17.1,33.2,47.2,594.1,0.361,1,5,0.0211,0,0.0833,0,0.0,1.13
NH-10 (Siliguri-Gangtok),14.5,171.3,12.1,117.6,398.9,39.8,172.7,0.598,1,2,0.3973,1,0.5818,0,0.0,2.9
NH-27 (East-West Corridor),13.6,209.7,17.5,108.9,355.5,38.2,379.7,0.711,3,3,0.4105,0,0.3666,0,0.0,2.57
Guwahati-Jalukbari-Khanapara Urban,12.0,199.3,2.4,2.4,3.2,51.6,118.7,0.42,3,1,0.0277,0,0.1757,0,0.0,1.83
NH-10 (Siliguri-Gangtok),3.6,135.2,35.0,192.4,587.9,22.1,60.5,0.218,6,5,0.4064,1,0.8505,1,135.8,3.41
Guwahati-Jalukbari-Khanapara Urban,10.3,180.6,1.0,1.9,3.6,39.7,573.6,0.365,1,3,0.0191,0,0.0556,0,0.0,1.4
NH-06 (Guwahati-Shillong),2.5,143.4,1.3,2.4,3.6,17.0,56.5,0.469,3,2,0.0191,0,0.2976,0,0.0,1.79
Guwahati-Jalukbari-Khanapara Urban,7.4,141.7,1.1,1.4,2.2,20.6,130.8,0.328,6,2,0.0261,0,0.2382,0,0.0,1.74
NH-06 (Guwahati-Shillong),8.0,65.1,20.0,125.2,455.5,32.5,696.1,0.442,5,4,0.4245,1,0.8219,0,0.0,2.9
NH-15 (North Bank Brahmaputra),1.7,67.1,1.3,3.0,5.6,47.8,168.9,0.451,2,1,0.0207,0,0.6463,1,84.1,2.92
NH-37 (Silchar-Imphal),5.7,137.7,0.7,1.6,2.5,44.3,1284.8,0.547,4,5,0.0203,0,0.0503,0,0.0,1.09
NH-06 (Guwahati-Shillong),17.2,92.1,3.0,5.3,9.1,54.0,1384.6,0.288,2,3,0.0322,0,0.1681,0,0.0,1.54
NH-15 (North Bank Brahmaputra),17.2,48.7,77.6,363.5,750.0,16.8,129.3,0.654,2,2,0.4342,0,0.97,1,165.7,4.04
NH-06 (Guwahati-Shillong),7.0,171.5,1.1,2.2,2.4,30.3,34.6,0.849,1,2,0.0152,0,0.2499,0,0.0,1.73
NH-06 (Guwahati-Shillong),1.7,50.7,2.2,6.1,10.0,21.4,447.3,0.807,3,3,0.0169,0,0.464,1,48.9,2.16
NH-15 (North Bank Brahmaputra),4.0,149.2,0.1,0.2,0.5,16.5,229.9,0.445,2,3,0.0166,0,0.1495,0,0.0,1.48
Guwahati-Jalukbari-Khanapara Urban,7.7,139.4,15.8,106.5,262.2,25.6,57.2,0.67,6,3,0.4025,1,0.7514,1,76.3,3.5
NH-15 (North Bank Brahmaputra),17.1,214.5,0.1,0.1,0.2,24.8,450.3,0.649,5,3,0.0325,0,0.0593,0,0.0,1.43
NH-27 (East-West Corridor),3.4,129.7,0.1,0.2,0.2,31.8,31.1,0.542,3,3,0.0187,0,0.3848,0,0.0,1.72
NH-15 (North Bank Brahmaputra),14.0,56.1,1.9,4.7,9.4,20.6,734.6,0.582,4,2,0.027,0,0.3563,0,0.0,1.86
NH-06 (Guwahati-Shillong),2.8,141.5,5.1,37.8,143.0,34.5,72.2,0.673,5,3,0.1224,0,0.3382,0,0.0,1.9
NH-10 (Siliguri-Gangtok),17.7,192.2,43.3,314.6,750.0,51.8,67.7,0.709,4,3,0.5102,0,0.7708,1,115.1,3.86
Guwahati-Jalukbari-Khanapara Urban,7.5,219.4,55.5,231.9,750.0,44.9,87.6,0.404,4,3,0.4254,1,0.7384,0,0.0,2.97
NH-27 (East-West Corridor),14.2,120.3,32.2,249.1,570.0,48.7,1148.9,0.685,1,2,0.3949,1,0.5819,1,96.1,3.57
NH-27 (East-West Corridor),6.8,101.1,85.0,380.0,750.0,47.2,433.5,0.85,4,4,0.3754,0,0.8228,1,160.1,3.47
Guwahati-Jalukbari-Khanapara Urban,11.7,203.7,1.4,3.5,6.8,30.6,585.7,0.709,2,4,0.0181,0,0.047,0,0.0,1.24
NH-10 (Siliguri-Gangtok),4.3,78.5,6.4,41.3,147.8,43.4,197.4,0.827,5,2,0.1494,0,0.6336,0,0.0,2.41
NH-37 (Silchar-Imphal),3.5,152.7,2.1,2.3,2.5,45.2,163.5,0.085,2,3,0.0211,0,0.1843,0,0.0,1.53
Guwahati-Jalukbari-Khanapara Urban,16.9,116.0,1.9,2.7,5.2,23.2,113.5,0.657,5,5,0.0294,1,0.3538,1,31.5,1.65
NH-27 (East-West Corridor),16.6,52.2,25.6,201.4,524.6,49.4,249.3,0.598,6,1,0.5483,1,0.9567,1,124.6,4.43
NH-37 (Silchar-Imphal),16.1,105.8,5.2,10.7,12.1,33.3,300.9,0.735,3,4,0.0258,0,0.2986,1,27.6,1.71
NH-27 (East-West Corridor),11.6,91.4,1.5,3.9,5.3,15.7,369.7,0.347,3,3,0.0224,0,0.3379,1,42.0,2.0
NH-06 (Guwahati-Shillong),14.7,165.1,9.3,19.7,28.2,40.7,124.0,0.459,2,3,0.0293,0,0.2062,0,0.0,1.57
NH-37 (Silchar-Imphal),2.2,211.0,53.9,291.1,738.5,42.1,1059.2,0.712,5,4,0.3931,0,0.3013,1,87.5,2.97
NH-15 (North Bank Brahmaputra),6.7,91.9,0.2,0.7,1.2,37.1,85.1,0.359,2,3,0.0192,0,0.5785,1,66.4,2.41
Guwahati-Jalukbari-Khanapara Urban,6.3,187.0,35.5,268.4,750.0,23.5,1199.9,0.594,1,2,0.327,0,0.3197,0,0.0,2.49
Guwahati-Jalukbari-Khanapara Urban,11.8,54.7,38.3,247.2,750.0,34.3,25.2,0.547,4,5,0.4052,0,0.9777,1,129.8,3.53
NH-10 (Siliguri-Gangtok),7.1,139.2,23.5,123.4,319.8,31.0,249.6,0.515,4,4,0.3874,1,0.6649,1,91.5,3.34
NH-37 (Silchar-Imphal),3.5,57.3,2.4,5.6,7.7,54.0,161.9,0.653,5,3,0.0247,0,0.662,1,64.5,2.49
NH-10 (Siliguri-Gangtok),11.1,208.5,26.3,216.9,612.1,48.0,228.7,0.349,3,3,0.4301,1,0.6213,1,72.3,3.4
Guwahati-Jalukbari-Khanapara Urban,14.8,179.1,0.2,0.5,0.9,45.5,315.9,0.41,1,3,0.0227,0,0.0933,0,0.0,1.44
NH-10 (Siliguri-Gangtok),7.5,160.1,1.3,1.7,2.8,22.2,220.2,0.525,1,4,0.0151,0,0.1306,1,10.3,1.39
NH-37 (Silchar-Imphal),3.2,189.2,0.2,0.3,0.4,28.2,207.6,0.334,7,1,0.0265,0,0.1287,0,0.0,1.79
Guwahati-Jalukbari-Khanapara Urban,4.3,158.3,18.7,164.9,430.8,30.2,481.8,0.772,1,4,0.2926,1,0.4956,1,59.9,2.73
NH-27 (East-West Corridor),5.0,214.6,3.1,4.7,5.4,34.7,425.3,0.406,1,1,0.0188,0,0.072,0,0.0,1.71
Guwahati-Jalukbari-Khanapara Urban,6.1,169.9,6.6,12.3,14.7,16.2,647.0,0.692,4,3,0.0208,0,0.0559,0,0.0,1.4
NH-10 (Siliguri-Gangtok),11.9,206.8,0.3,0.9,1.8,38.7,120.7,0.392,2,2,0.0228,0,0.1591,0,0.0,1.66
NH-10 (Siliguri-Gangtok),11.2,135.5,1.5,3.4,4.6,29.3,349.1,0.677,6,4,0.024,0,0.1371,0,0.0,1.34
Guwahati-Jalukbari-Khanapara Urban,12.8,65.5,24.6,188.7,398.7,37.5,328.0,0.26,5,1,0.5168,0,0.9355,1,130.3,4.34
NH-06 (Guwahati-Shillong),7.2,137.4,20.0,143.9,408.5,15.4,181.6,0.804,1,3,0.2963,1,0.7503,1,96.4,3.37
NH-06 (Guwahati-Shillong),15.0,67.2,13.1,110.0,255.3,27.9,253.0,0.754,2,4,0.3732,0,0.8832,1,97.8,3.52
NH-06 (Guwahati-Shillong),4.5,148.7,0.3,0.7,0.8,45.7,151.8,0.451,1,3,0.017,1,0.1996,0,0.0,1.53
NH-27 (East-West Corridor),9.0,129.4,1.1,1.5,2.4,35.0,73.5,0.401,6,1,0.0291,0,0.3655,0,0.0,2.03
NH-27 (East-West Corridor),14.6,154.0,85.0,380.0,750.0,46.6,104.2,0.632,3,1,0.4637,0,0.8119,1,163.8,4.1
NH-27 (East-West Corridor),4.1,46.8,2.4,3.6,4.1,43.0,59.0,0.275,2,3,0.0199,0,0.7681,1,89.9,2.78
Guwahati-Jalukbari-Khanapara Urban,2.9,79.1,36.1,247.4,602.2,49.2,422.2,0.556,7,1,0.4513,0,0.9055,1,126.3,4.16
NH-15 (North Bank Brahmaputra),16.0,131.0,0.4,0.6,0.9,15.3,398.3,0.405,1,1,0.0238,0,0.1505,1,13.7,1.9
Guwahati-Jalukbari-Khanapara Urban,6.8,211.3,79.3,380.0,750.0,25.5,1072.8,0.504,2,3,0.3487,0,0.3048,0,0.0,2.37
NH-37 (Silchar-Imphal),12.6,112.1,0.1,0.3,0.5,37.0,477.9,0.434,6,2,0.0305,0,0.1968,0,0.0,1.71
NH-06 (Guwahati-Shillong),1.4,119.3,8.2,16.7,22.6,52.6,38.7,0.406,2,2,0.0232,0,0.4959,0,0.0,1.99
NH-37 (Silchar-Imphal),12.7,170.1,19.1,119.6,406.8,42.2,774.7,0.857,2,3,0.371,0,0.3111,0,0.0,2.42
NH-06 (Guwahati-Shillong),6.4,150.7,85.0,380.0,750.0,33.3,714.9,0.69,1,2,0.3283,0,0.4874,1,120.3,3.33
NH-10 (Siliguri-Gangtok),1.9,97.3,2.7,7.0,13.4,20.2,225.0,0.284,2,2,0.0194,0,0.4188,0,0.0,1.91
NH-37 (Silchar-Imphal),11.4,116.9,25.8,155.2,363.1,34.7,328.5,0.392,3,3,0.415,1,0.7818,1,120.5,3.66
Guwahati-Jalukbari-Khanapara Urban,5.1,83.1,13.5,115.4,362.5,32.6,1326.5,0.704,5,2,0.4147,1,0.657,0,0.0,3.01
NH-10 (Siliguri-Gangtok),7.6,214.1,0.2,0.4,0.7,46.1,286.0,0.724,2,1,0.0196,0,0.0992,0,0.0,1.74
NH-37 (Silchar-Imphal),2.4,67.9,0.2,0.3,0.4,31.5,845.0,0.301,4,4,0.0211,0,0.2771,0,0.0,1.47
NH-10 (Siliguri-Gangtok),3.5,110.1,1.6,2.3,4.3,27.8,50.3,0.676,2,3,0.0162,0,0.494,0,0.0,1.82
NH-15 (North Bank Brahmaputra),6.1,49.5,0.5,1.4,2.6,18.6,94.2,0.598,4,2,0.021,0,0.7318,1,87.8,2.88
NH-15 (North Bank Brahmaputra),2.5,83.8,37.8,235.5,712.3,16.9,223.4,0.2,2,3,0.3536,0,0.927,0,0.0,3.0
NH-15 (North Bank Brahmaputra),16.5,181.6,1.2,1.3,1.6,32.6,327.6,0.477,5,5,0.0311,0,0.0797,0,0.0,1.15
NH-10 (Siliguri-Gangtok),1.1,80.2,2.4,7.0,10.1,28.9,612.9,0.525,6,5,0.0211,0,0.2795,0,0.0,1.32
NH-10 (Siliguri-Gangtok),9.2,59.0,2.1,5.5,7.5,37.2,1575.7,0.559,1,3,0.0176,0,0.2571,0,0.0,1.59
Guwahati-Jalukbari-Khanapara Urban,3.1,128.0,0.8,1.2,2.3,43.5,192.3,0.312,3,1,0.0234,0,0.2689,0,0.0,1.92
NH-10 (Siliguri-Gangtok),6.2,46.7,0.6,1.0,1.4,16.6,37.0,0.413,4,3,0.0211,0,0.7765,1,91.3,2.79
Guwahati-Jalukbari-Khanapara Urban,16.7,59.8,0.8,2.3,2.9,34.8,585.4,0.438,3,1,0.0325,0,0.4079,1,50.2,2.45
NH-27 (East-West Corridor),3.7,186.3,3.2,5.5,10.4,49.5,344.6,0.454,5,3,0.0262,0,0.0866,0,0.0,1.44
NH-10 (Siliguri-Gangtok),17.4,180.0,28.4,172.6,533.4,33.2,97.5,0.457,6,5,0.5088,1,0.7213,0,0.0,2.83
NH-06 (Guwahati-Shillong),4.5,205.1,0.6,1.2,1.6,35.8,259.0,0.526,5,3,0.0236,0,0.0972,0,0.0,1.45
Guwahati-Jalukbari-Khanapara Urban,13.6,194.5,17.4,115.4,398.7,34.5,494.6,0.606,4,3,0.4416,1,0.3414,0,0.0,2.61
NH-27 (East-West Corridor),10.3,164.6,0.1,0.3,0.4,30.6,535.0,0.869,4,2,0.0216,0,0.0686,0,0.0,1.57
Guwahati-Jalukbari-Khanapara Urban,16.0,54.2,2.4,4.7,6.5,19.4,262.3,0.707,3,1,0.0272,0,0.598,1,64.8,2.74
NH-10 (Siliguri-Gangtok),10.4,182.0,1.2,1.2,1.9,20.1,147.5,0.787,2,5,0.0153,0,0.1332,0,0.0,1.17
Guwahati-Jalukbari-Khanapara Urban,10.1,193.0,2.6,6.9,8.8,22.2,1293.9,0.463,2,2,0.0205,0,0.032,0,0.0,1.53
NH-37 (Silchar-Imphal),4.3,184.8,23.2,136.9,443.6,46.7,401.1,0.369,5,2,0.456,0,0.4909,0,0.0,2.94
NH-37 (Silchar-Imphal),3.8,134.0,28.1,167.8,413.3,26.0,203.6,0.694,5,3,0.3946,1,0.7761,1,93.5,3.61
NH-06 (Guwahati-Shillong),16.6,85.8,9.0,77.8,250.9,52.9,135.2,0.547,3,4,0.4438,0,0.7835,1,97.5,3.58
Guwahati-Jalukbari-Khanapara Urban,6.6,192.9,6.7,70.2,204.6,47.4,479.7,0.681,1,2,0.2843,0,0.1357,0,0.0,2.21
NH-10 (Siliguri-Gangtok),7.3,172.3,3.3,6.0,9.0,42.4,117.1,0.391,4,3,0.0247,0,0.1817,0,0.0,1.53
NH-10 (Siliguri-Gangtok),13.9,216.6,1.2,3.1,5.0,43.8,85.9,0.667,6,2,0.0311,0,0.181,0,0.0,1.7
NH-15 (North Bank Brahmaputra),6.8,72.2,44.5,304.1,750.0,16.9,284.1,0.518,4,3,0.3858,1,0.9294,1,123.8,3.74
NH-15 (North Bank Brahmaputra),17.2,84.5,40.6,265.6,750.0,37.7,139.9,0.467,4,2,0.5207,1,0.9494,1,140.2,4.21
